id,timeStamp,location,followers,friends,ntweets
38667,17,113,731,1917,226
39564,255,690,1079,473,27212
39154,478,790,877,191,1582
39153,489,1096,265,407,11842
39674,461,904,286,549,8701
38961,361,1053,741,699,1744
37994,460,487,223944,253,12101
38709,280,382,156,131,7502
37831,591,531,1086,35,286
38542,10,245,191,1450,199
38722,10,0,13,11,4
37939,254,892,166433,463,7813
38819,539,767,157,230,4607
39730,16,1109,15,12,3
38818,0,0,29,46,75
39152,588,507,268,821,912
38957,17,17,120,116,188
39375,553,10,668,293,7180
39705,373,883,3369,968,29236
37730,4,155,216,95,21
5203,318,664,1807,1190,22504
39703,3,328,64,74,723
39386,272,504,461,1562,1101
38406,420,533,3971,4323,12606
39147,10,257,22,40,225
38254,288,228,46,219,465
39689,339,844,271,359,6473
38955,5,177,750,209,186
38443,579,0,152,185,4361
38273,322,0,248,459,4151
38721,13,492,131,791,48
39699,10,216,6815,7717,16975
39698,555,156,729,1998,1724
38339,353,293,410,474,1709
39255,387,0,343,623,14773
38817,20,0,92,147,2277
38953,535,487,4154,4669,6176
39337,541,886,2108,302,42016
38329,272,895,2017,1555,4174
38623,420,160,581,588,9097
38666,6,0,12,17,10
39697,598,375,777,218,50743
39695,534,787,86,332,762
39336,7,487,63,146,70
38997,1,744,55,131,430
39357,11,0,122,361,320
38600,14,465,105,532,280
39335,406,215,666,441,12866
39694,313,449,2187,384,2068
38424,459,223,1070,651,2194
4576,371,698,172,317,12928
38816,12,784,203,208,4164
6236,554,0,13,27,447
39693,3,681,2,10,15
38084,332,336,365466,257,6681
39691,336,185,161,229,23531
38918,361,156,383,237,886
39595,521,0,1023,405,41661
38803,309,0,184,230,3512
39688,2,724,14,80,379
38645,7,668,45,156,76
39687,9,0,16,129,38
39686,4,0,6,19,11
38328,2,414,69,216,323
39254,309,366,142,344,550
38389,563,492,988,1079,2463
39685,434,955,664,643,5538
38327,485,362,317,317,2849
39619,349,0,188,107,19154
37857,522,204,2839169,11,4553
39253,327,150,105,305,1063
39402,253,841,461,376,3188
39145,452,0,58622,589,12788
39012,273,339,225,457,1396
38033,410,113,30120,495,6448
38476,335,549,4786,970,2099
38293,320,134,301,1008,113
38442,321,101,575,1495,10991
39817,318,214,227,1374,746
39649,295,926,162,144,8936
39143,15,655,11,22,19
38610,480,1067,247,346,6039
7382,539,0,706,816,23324
39142,274,922,328,1999,1989
38194,433,896,277,548,1037
38815,420,248,97,87,22571
39648,9,0,8,90,1
38814,316,739,255,596,2753
39140,369,444,227,365,3455
39296,255,693,312,286,14158
38821,321,432,1961,1778,3615
38562,15,706,13,80,6
39624,508,282,257,383,18592
39646,360,0,24,31,5545
38835,539,0,1457,900,88833
39295,296,487,163,230,776
39645,4,700,40,52,65
39637,254,603,434,1506,848
39330,492,0,256,279,3409
39644,379,86,51,128,1090
38468,544,0,82,126,9742
39643,9,263,24,65,135
39642,285,591,94,71,6426
39469,3,1012,1168,102,15671
38811,276,492,106,171,5904
38025,335,488,40810,330,33145
39641,377,444,151,159,1611
39638,256,1124,120,246,4045
39565,293,0,1907,765,4800
38748,494,998,275,862,9007
38204,385,254,204,195,9326
39634,12,172,93,63,48
39251,271,118,117,223,7646
39599,262,705,413,720,7510
38324,359,910,1096,5,907
38250,450,487,88,299,1099
38323,459,598,685,1997,965
37915,274,487,21432,763,6174
38205,477,0,244,286,7179
6137,542,0,50,170,1592
39139,9,1106,28,31,14
38351,373,725,350,523,8239
5552,599,795,6,19,2
39430,495,0,86,556,89
38621,16,872,259,157,2096
39596,421,487,182,97,2814
39593,528,985,456,1105,3959
39138,592,584,732,894,7797
38321,19,55,982,1891,2857
38438,318,0,45,269,241
38665,4,0,45,43,330
39592,2,358,173,604,94
39591,10,577,4,10,105
38441,273,989,325,30,1324
38414,337,0,118,281,795
39590,400,0,164,639,364
37894,528,1099,3358,8,243
38812,554,811,239,115,4883
39399,527,314,634,997,616
39589,5,776,70,45,3
39586,3,166,437,250,83
39286,10,1037,151,191,7964
39585,9,868,407,335,2503
39583,274,852,14875,3762,3802
39136,555,0,108,150,2757
38989,522,0,111,650,468
38337,349,1116,105,231,14382
39574,343,528,1041,950,4180
38320,525,513,199,905,10307
39582,444,444,213,981,3624
39238,5,772,192,640,574
39581,461,196,168,140,22364
39333,473,569,248,220,8212
37986,470,487,8310,349,1413
37805,562,63,2466,562,1597
39580,553,106,146,577,663
39579,466,299,160,225,6835
39604,346,0,1883,453,44269
37905,286,492,6761,1582,3385
39078,3,782,26863,32543,6145
39134,471,280,439,428,5266
39548,383,872,1201,634,37262
27039,376,0,63932,49704,2169
39133,17,260,50,76,303
39389,350,0,139335,778,6918
39447,15,0,82,186,567
38952,2,488,142,0,4746
37762,323,0,843,290,2357
39332,560,865,254,256,3982
39546,3,872,391,155,3105
37770,2,753,61131,5,58
38810,319,985,747,12,26003
38253,314,994,133,378,1010
38951,0,138,1515,1270,3358
38209,310,0,417,849,3457
37693,402,749,548,523,1191
38782,271,1000,281,457,5037
39537,399,968,84,224,6692
38781,261,365,359,904,24002
39329,577,488,88,202,1936
39293,354,347,7246,66,6451
39391,269,0,1601,377,21111
39099,311,407,42,201,314
39731,416,637,285,138,8250
38479,464,716,417,2000,9155
38950,536,1085,505,807,1391
38454,20,514,48,130,2222
37820,511,0,299912,158,9595
39622,291,449,55616,684,5739
39098,19,1030,125,105,9183
38664,345,776,1527,1854,3082
39397,411,731,71,214,503
39538,571,931,1043,468,6276
39526,573,412,147,128,10594
38661,16,38,254,1081,16
39781,452,776,729,248,1403
38225,388,417,785,1086,10726
38949,455,0,241,142,377
39532,17,0,21989,25083,56507
38779,8,577,91,110,1934
38660,2,987,137,648,762
39754,400,357,452,247,8840
39096,17,0,15,111,12
38037,369,474,169476,239,997
39328,499,651,652,607,14435
39095,575,774,517,1813,4722
38452,250,714,856,702,242
39327,9,1031,15,11,17
38513,390,260,170,427,2433
38561,315,1134,197,394,7160
38778,490,572,1901,2024,595
38432,420,314,51,333,219
38413,263,984,7178,5680,558
38431,297,803,3011,1285,3923
38777,2,495,1204,1950,9607
39463,501,0,634,339,50702
38002,291,487,126,244,686
37983,500,581,848846,207,194
39461,523,769,16890,16974,30391
38096,277,487,2900,118,471
38093,366,977,18311,3,718
38948,261,249,2264,110,1703
39458,536,154,386,277,27352
6183,485,0,183,186,8264
38494,358,617,118,320,2613
38946,9,358,114,312,881
38252,14,69,44,203,118
38559,18,631,128,538,475
38515,554,752,158,291,6574
39340,292,540,721,585,12776
39456,289,525,3311,3463,7307
39429,502,0,21092,19951,31096
38319,17,684,35,143,55
38718,367,732,134,564,3470
39068,541,774,68,239,604
38047,578,0,184883,149,6722
38945,424,0,163,566,4206
39416,569,427,1178,1076,4036
38412,3,853,11818,12021,1093
39425,435,527,10479,177,5353
39172,0,421,469,23,188
38944,0,0,125,409,27
38689,482,1058,203,175,22535
38620,428,111,225,319,2292
39423,370,271,304,299,9838
39094,412,0,423,1996,1048
39845,421,411,400,282,8993
39092,500,0,299,463,2697
38516,594,261,244,540,11983
38773,558,957,261,151,3826
38004,569,613,2984,794,12805
39325,2,487,22,104,77
39394,439,0,25932,310,9512
38034,476,0,81728,305,1454
39382,291,516,528,541,4133
39379,458,22,420,285,29457
38772,328,600,250,722,1483
39409,424,653,681,1189,41200
39292,565,577,3519,3327,99424
38462,374,498,21800,3230,6381
39376,343,0,1723,1987,6048
39373,16,0,198,163,1161
38556,401,617,530,1973,8508
39291,487,938,169,840,9892
39290,504,626,159,186,3490
38771,460,917,6199,3472,1944
38545,520,982,8924,4528,664
39322,3,370,437,1756,1768
39321,299,498,57163,29603,26136
39319,325,492,1174,256,2615
38924,7,156,104,1334,1259
39288,456,14,1008,963,51962
39287,564,492,452,523,3038
39239,406,0,461,1992,9410
37828,491,696,22140,66,6151
38292,569,548,7267,2493,4744
38770,447,544,89,101,452
39249,514,121,317,467,525
39477,320,824,1018,1114,55416
38554,7,303,112,127,771
38769,358,0,81,310,1080
38514,418,709,40,179,1287
39246,529,1082,900,1256,7710
39245,525,88,73155,67965,19421
38768,10,492,301,305,9947
38767,564,1076,252,130,7385
38303,542,472,290,716,864
38050,502,474,193147,186,7326
38765,1,0,8,101,41
39240,14,553,2619,2468,472
37724,457,69,440,194,2664
38745,358,35,353,415,1968
38552,422,492,430,413,2459
38802,497,67,129,963,2076
38653,341,830,266,47,2933
38486,410,842,166,90,17997
39080,414,210,501,349,24869
38550,299,838,118,258,537
37883,447,601,298721,301,4386
39077,590,0,342,222,31740
38659,525,554,318,1277,1056
38934,351,0,69,64,3253
39062,327,119,218,450,481
38752,9,0,106,428,76
38233,570,216,144,145,8039
38759,569,0,122,235,2703
38716,277,0,128,377,462
39060,5,216,4187,4938,28332
39058,11,492,3143,3896,47998
38715,6,0,25,77,7
38043,305,169,565,548,2302
38291,13,1125,126,190,413
38713,440,276,6891,2448,4481
38712,8,625,5179,4448,4066
38549,329,165,466,1410,142
37755,482,580,167421,111,1623
37924,310,487,86922,507,17312
38711,1,0,538,1658,404
38708,7,449,5655,2975,156
38318,17,911,1503,106,511
38543,13,937,11,23,16
38644,398,549,653,422,15709
38044,467,533,17535394,41,1047
38411,290,150,197,186,8005
38655,597,0,220,154,2431
38506,337,487,616,381,12200
38466,324,0,2607,2709,4135
38512,1,487,768,1894,509
37926,478,617,7412,881,2226
38647,258,489,2568,1199,4644
38317,502,990,1677,1966,638
38760,437,0,309,383,27894
39535,9,805,342,944,4060
38511,311,487,167,381,1374
38646,20,474,357,463,28
38596,429,431,246,236,4582
38807,414,1066,175,230,979
38086,289,7,73997,5298,23720
37929,279,0,72,121,102
38617,4,445,1181,1991,1543
38616,4,487,19,90,57
38614,365,46,1097,1664,9424
38598,356,0,337,289,7690
38428,594,420,101,99,2585
7455,575,127,485,561,6793
38099,250,449,16884,13157,4863
38394,6,742,700,1784,52
38032,328,183,24484,1248,64374
38290,0,98,149,1373,31
38410,442,965,57159,327,2057
38251,19,0,32,55,15
5512,425,0,38,95,68
38507,13,68,473,1118,1195
38436,6,0,97,207,971
39578,0,996,82,86,1418
38504,326,857,1152,73,2669
38503,315,811,204,431,899
38408,381,0,133,164,5233
38500,298,286,128,164,3625
38527,384,492,92,667,1181
38498,329,609,407,1925,68
13330,15,140,20,111,12
37868,477,951,268,925,280
38475,558,349,273,173,14726
38495,516,972,766,385,2783
38485,517,763,629,1744,1307
38478,330,449,6753,4292,7817
38477,330,150,368,724,29169
38065,426,0,197858,576,13348
39231,2,774,27,91,5
38472,17,266,53,47,1421
38021,17,0,128653,373,11723
38022,332,173,161881,668,10629
38469,399,226,162,316,5138
39620,8,149,82,706,298
4334,298,491,3790,176,6062
37837,577,0,317091,334,2151
38092,523,238,25035,464,6222
38465,260,30,275,98,792
38464,355,974,666,1998,1072
38270,586,492,132,273,1000
37882,563,0,280,77,170
38123,490,150,424,222,357
37753,13,784,426,245,23
38440,287,280,2305,234,7766
38439,486,444,246,243,6755
38429,8,606,82,47,674
38425,501,492,673,1999,1153
38409,469,0,185,442,2931
38077,380,0,953627,110,5957
38387,456,0,768,479,25813
38404,406,198,346,433,2457
38402,10,981,12495,14574,1795
37881,18,487,68,13,7
38400,481,503,1228,1853,4955
38399,305,1,603,1419,7737
38393,13,659,220,329,1968
38390,356,0,328,286,8168
39630,373,444,1642,1171,2419
38298,290,939,1073,375,4103
38311,508,487,126,329,2480
2416,526,0,69,186,519
38309,4,657,1402,1975,217
37815,341,20,56586,172,14356
38901,340,546,647,1699,7186
38061,499,0,1023381,759,13259
38288,465,736,56859,42567,182
38287,264,1020,761,1953,4282
38284,402,555,257,573,5609
37879,2,673,132,79,20
4098,344,529,356,332,8684
37803,401,330,5986,3639,2670
38282,12,621,1231,1841,904
38197,374,635,793,219,5044
38280,12,0,27,96,50
38267,419,0,140,556,771
15134,258,0,10,56,7
38277,258,136,19306,18281,4590
38028,345,863,72638,530,16247
38275,326,720,430,574,8269
37817,266,0,314,437,296
37830,262,330,4065,233,113009
38249,498,4,3140,5399,406
38248,399,568,235,957,835
37969,371,444,362034,56088,47049
38246,454,872,160,364,7761
37799,13,63,297,13,1047
39224,5,1114,106,208,3241
38243,558,372,1099,934,2111
39840,9,0,456,1030,1639
37816,478,0,4469560,703,34439
38648,463,962,567,402,11602
38238,426,209,598,1568,789
38216,453,723,13268,11660,4332
37713,365,782,12727,26,336
38236,11,0,12,39,141
38230,388,0,239,167,7093
38999,262,469,569,1274,1743
39842,2,262,109,228,1861
39715,502,869,458,426,16917
6995,313,678,290,935,584
39128,319,98,639,1257,3068
1679,252,0,334,355,3950
14173,483,392,60,362,74
37844,537,424,7273,406,1003
39371,503,0,6490,634,40462
39483,500,492,5690,1619,59365
39384,480,133,445,247,22219
39083,436,95,127,910,282
38613,20,519,43,223,995
7956,500,0,32,71,24
38608,459,470,194,357,4325
38988,482,1111,223,792,1524
37951,527,359,2090,184,837
38747,11,120,141,430,463
39680,11,324,478,671,5386
38784,512,946,179,186,4838
39208,273,975,535,1351,2487
38074,382,314,1250783,149,23512
38401,445,492,250,1124,6140
38739,7,338,188,662,90
38808,303,0,459,2001,415
38881,13,910,89,373,68
38986,410,221,232,1054,366
39678,516,150,76,52,1469
38892,2,474,827,1637,406
37955,365,689,136063,125,1818
37839,429,0,103914,141,7906
38983,325,397,144,355,4572
38098,459,487,30933,123,3355
38606,376,0,667,1055,5887
39367,309,1068,324,569,17002
39575,287,287,426,388,27201
37874,507,782,166,28,36
38526,6,0,421,1358,153
39063,580,768,78,303,1111
39276,391,833,41,55,170
37863,399,618,162,170,35
39268,308,952,1534,1925,10053
38791,5,0,141,548,1046
220,597,587,230,311,22091
6463,371,0,1603,967,16823
4382,463,234,47,613,219
5758,432,150,878,599,47590
38576,428,172,878,1686,9278
38693,509,0,187,221,513
38502,6,782,246,134,1660
39658,313,27,1270,923,18082
38888,314,0,239,247,169
39837,9,856,278,415,12128
38120,15,1002,362,794,8252
1320,261,521,172,693,1802
7878,386,1135,402,585,1092
39323,308,0,7290,7097,15752
38342,17,488,66,892,501
38601,1,379,64,134,2634
38192,3,48,436,736,5489
39626,419,150,648,228,23573
37791,403,0,34491064,17,5306
38972,486,449,1037,1994,513
38682,571,272,148,532,1238
39787,599,150,7979,6641,20701
38038,461,474,45677,375,8569
39131,305,545,351,1047,18478
38866,284,547,484,1444,5141
38451,431,54,730,1997,5268
39414,1,182,54,96,2578
39415,324,585,632,620,11849
39262,423,423,2039,107,347
7826,582,0,36,204,664
38116,522,0,470,394,14731
37821,407,59,789,95,1658
38234,401,1133,1008,579,992
39475,411,569,321,424,1188
39241,506,147,120,267,541
37796,461,0,2142779,42,29663
39782,260,141,6956,6867,70167
37997,403,487,272853,314,5900
39627,392,773,369,330,23295
39067,482,498,1632,304,5746
37957,256,449,117593,329,5121
38186,20,498,44,94,194
39421,471,492,675,1981,4974
39236,399,487,1180,751,781
38349,596,1071,101,245,414
39570,430,449,417,1071,1636
38913,251,253,4729,4720,39043
6208,569,772,43,48,2194
39530,387,0,413,85,31417
402,450,0,17,85,95
39728,486,0,380,199,39944
38690,480,352,620,1923,4366
39742,16,265,1070,1193,26649
14757,529,348,36,256,546
38656,258,0,3937,1276,16434
37892,599,1103,104337,546,16794
38281,451,867,414,1006,2840
38497,408,15,209,215,18584
38071,546,492,316,266,149
39177,20,0,49,405,25
6453,444,487,21,56,20
39066,11,258,14,144,72
38788,549,971,487,1074,3105
38170,452,289,856,880,982
38637,14,1107,284,1909,159
37734,13,240,218,0,9
38702,293,943,256,742,1631
39839,572,237,339,162,42914
38775,292,308,635,464,42022
39183,6,875,421,1609,95
39395,420,579,60,241,95
38908,544,525,4422,4795,64290
13147,356,507,281,1963,239
38587,387,440,97,205,820
37722,7,0,154,74,116
38245,361,34,338,298,6481
38539,381,3,356,506,21710
38489,448,884,254,875,4283
38692,297,1029,183,79,3395
4730,505,1090,314,1936,190
38501,301,772,24,85,21
37721,17,0,405,139,77
38115,18,690,119,893,5022
39126,557,404,325,248,9409
38522,349,341,345,509,3396
38691,565,117,366,1582,6903
37703,521,782,851,621,1171
39785,511,492,278,591,2042
39417,568,666,392,198,21169
38304,451,1075,227,875,1574
38609,448,0,495,335,31504
38753,10,115,129,682,265
38157,594,964,67,71,8480
39119,3,0,857,700,107042
39428,336,436,514,558,11513
2036,359,329,184,468,202
5265,424,812,393,521,7379
37853,383,618,8397,279,1376
37766,9,0,243,174,208
39466,271,492,416,266,2417
39370,536,192,417,1107,404
38302,586,496,115,208,2027
38897,571,334,203,382,8441
37685,510,1077,190,305,471
7049,460,0,949,807,12833
15189,253,279,110,1083,165
39392,11,144,77,103,2083
37848,422,671,13531,40,538
38259,529,189,83,145,7662
38651,20,0,38,120,41
39065,4,304,208,1197,138
38941,398,52,557,1040,6028
39369,392,1129,798,780,17888
37917,258,988,49158,513,12470
37872,341,474,295,177,1901
1470,266,334,343,596,15433
38544,272,536,789,497,4840
38761,12,861,340,1898,338
39280,12,615,86,885,89
15899,4,0,11,69,2
39772,299,692,90,159,1206
38306,17,547,45,16,335
38680,337,559,235,778,563
38741,527,573,65,257,1571
38757,468,172,1853,2851,3743
38269,8,871,284,591,507
39737,5,487,835,1899,424
39229,586,356,350,718,3176
39122,555,1028,272,734,8014
38242,10,487,323,506,1238
38261,541,28,418,608,490
38845,258,976,568,526,18442
12280,445,636,456,1251,1330
38352,254,146,210,310,1795
38299,6,1009,35,172,88
38020,367,0,39304,501,3537
38016,341,676,21033,611,8115
38884,12,172,465,1994,126
39727,568,887,1913,1828,13344
39525,465,590,3490,1362,273952
5632,486,492,37,94,20
38717,14,562,186,484,820
38272,425,32,189,634,685
38350,2,893,459,463,5516
38699,6,463,64,782,989
37943,453,740,66662,2555,2887
39451,0,956,1383,1783,6695
37846,277,432,95142,90,7473
39514,2,1034,131,312,8631
1897,279,729,317,286,2279
803,457,132,398,985,2241
39790,452,0,252,50,17260
38910,7,1057,632,1523,962
38611,429,803,298,216,2646
39811,14,47,29,242,146
7988,344,224,63,163,632
39621,331,0,574,321,37981
7397,6,203,103,461,3
39374,584,487,297,261,3154
38018,506,569,133277,881,23055
37884,280,741,48945,1138,12075
39125,17,322,103,317,547
37899,508,0,46074,4563,5788
39623,531,825,439,418,13487
39235,457,931,90,267,595
39024,18,940,187,594,955
38340,312,172,278,532,2267
39274,470,481,156,1677,50378
39776,406,488,3853,990,4686
39050,514,444,1150,1543,604
39455,10,441,260,22,1165
39041,1,1121,164,321,5182
38460,425,0,341,446,1206
15116,368,60,765,359,404
39383,536,81,86,161,745
38345,0,538,129,321,763
39127,587,983,47,187,93
37752,12,776,587,90,33
37832,514,277,253228,15513,76137
37992,310,70,9826,200,4118
37931,563,502,4097,471,23447
38790,300,0,99,79,3675
39400,4,792,84,142,1441
37788,320,103,303975,36,38784
39020,15,0,44,67,225
39182,18,1108,52,115,631
38490,18,654,27,115,340
14537,360,0,170,637,99
37869,524,776,299,199,221
38558,0,993,177,613,430
3107,487,0,213,312,616
39600,313,0,334,275,24753
38509,264,642,516,1149,5796
38612,3,831,75,546,357
38734,4,594,669,1895,369
39223,300,487,354,1121,6756
39283,4,0,145,2,1703
38640,449,295,482,1020,3793
38766,538,0,949,557,10528
39247,17,114,433,1453,2123
39420,8,772,39,95,197
37684,514,0,4915,33,115
39124,1,997,178,461,2230
38695,453,0,160,316,7038
39121,468,84,132515,118786,10660
5183,517,395,492,1032,102989
39738,427,71,1819,1932,6868
38746,1,0,94,471,620
38706,11,995,414,528,11042
39029,5,743,79,62,108
38453,314,772,366,525,717
38658,17,0,35,103,54
38799,513,0,131,322,4331
38534,4,960,343,1282,583
38551,595,836,282,633,13081
2432,252,536,674,206,1907
39324,279,333,225,216,9851
39085,291,711,207,465,11507
38687,254,178,805,1938,5852
37942,370,208,47020,205,8048
39002,19,592,506,1867,557
39378,7,0,9,12,13
39639,427,495,25,166,327
37814,412,0,231791,185,2175
37993,558,68,8117,58,2456
38540,600,506,493,271,2775
38063,574,480,695645,3,2429
38529,302,45,253,318,3286
38830,539,95,358,43,773
39612,19,801,47,74,1025
1116,274,0,18,32,355
38974,352,151,277,230,61951
39116,16,191,34,60,71
38537,5,91,75,278,350
38652,287,1122,130,235,1241
39617,544,708,2064,2269,72066
39454,477,481,846,2001,5575
38885,462,381,9,82,142
38694,340,1129,231,194,983
38705,20,55,114,267,664
38097,499,444,193521,2989,4224
38703,461,978,293,338,4198
38122,306,444,974,1980,204
39560,596,58,35731,1991,24072
38681,14,611,100,357,86
38639,510,159,187,555,1980
39129,597,0,340,2002,1584
38641,390,380,274,230,1394
38738,0,337,195,1780,435
39244,19,492,84,401,379
38615,9,64,165,509,1470
38965,9,105,432,1950,40
38723,12,0,316,1255,3
39723,540,164,826,509,12072
37757,2,1098,221,56,43
39774,562,934,229,240,3561
39607,397,0,595,543,31427
39545,9,0,1210,1939,1332
38751,556,170,231,613,1729
39724,492,97,63,167,3358
38014,434,1105,19388,55,2009
39170,3,0,208,637,110
39072,498,0,1224,1772,29749
38030,430,168,1756741,385,24356
38697,16,772,61,139,146
39141,444,487,748,1999,3311
38704,544,0,17520,8295,20861
39035,552,1072,313,1942,660
37996,352,782,730611,942,8481
39237,318,290,218,2001,60
38740,384,614,265,632,6461
3296,354,0,1149,720,13216
38865,535,1112,176,214,7378
39225,289,0,749,466,3181
38954,0,0,223,813,35
38920,20,438,19,129,547
38990,251,582,266,798,5475
38794,553,0,4181,4428,3041
37825,305,697,1957,381,573
39059,568,521,1028,401,1923
14141,391,172,111,310,1684
38837,373,839,62,114,273
4139,7,0,6157,2921,9425
38940,315,771,162,322,2919
38991,18,0,135,330,754
37870,355,580,161,78,81
38985,405,39,136767,120929,16536
37950,545,422,103,82,755
39491,314,350,111,298,505
39123,8,0,188,672,1049
39345,3,0,502,495,1208
39204,537,79,115,357,1007
39569,459,660,239,1185,818
39044,487,682,27,146,249
38743,8,0,55,245,166
39074,8,0,123,527,45
39075,12,284,1489,1658,18201
39079,12,1104,152,358,277
39118,19,12,129,385,190
39130,19,274,32,173,22
38046,481,9,390640,1262,4813
39422,4,0,12,85,142
39148,462,477,323,1273,1029
13288,394,0,19,50,261
39726,20,444,98,438,42
39117,350,298,111,138,1795
13691,10,0,1,4,2
39135,460,0,137,120,2319
21939,428,641,335,170,7033
39405,9,285,4,50,36
37866,357,617,617,521,1385
39633,331,727,128,109,3800
39232,8,992,220,139,7
39616,578,680,95,315,50
39676,9,799,11,9,81
39677,406,89,250,239,465
37935,564,796,28618,321,8353
39573,14,0,10,20,1
39366,4,0,115,225,1847
39282,17,0,331,54,1931
39263,581,488,108,247,1930
39260,3,774,62,42,77
39284,4,229,434,1120,750
37893,537,432,1338,132,812
4520,305,544,52,246,422
38035,294,474,16169,477,3613
12496,441,63,423169,98,559
38049,536,881,115512,204,4324
7895,579,0,50,103,445
7970,545,0,212,434,3108
37903,402,945,198825,4586,20571
37826,4,63,1723,593,581
37741,424,583,303,209,28
38118,5,0,3,3,25
37871,13,1068,280,283,282
12145,533,930,8784,156,1996
7343,308,94,473,750,9318
5019,291,191,30,340,12
37682,6,0,42,151,13
37902,414,95,33439,646,2577
37728,16,0,91,14,6
15788,532,1019,189,1173,119
1970,328,1015,566,346,19286
73,12,1089,61,138,178
37923,402,539,35948,191,2134
14974,428,139,68,812,15
37800,263,526,7757,246,1183
6497,366,364,39,103,2079
13878,368,686,5,69,19
3775,354,837,800,1288,18814
12898,289,846,195,190,3687
733,262,0,28,73,325
37812,570,0,296406,516,2608
6841,589,712,238,593,673
38007,487,492,573,983,2761
38006,310,492,6005,402,5233
3355,588,1038,112,495,479
37680,485,0,113,19,298
3463,595,0,294,232,4593
6011,342,1094,3,42,57
7909,280,0,950,687,31475
7679,594,75,223,1508,1111
6588,363,1005,345,605,986
3005,384,0,42,271,51
3958,416,0,2437,2393,27573
6760,575,56,170,190,968
37829,19,0,1269,1,133
15765,451,405,205,145,40
38095,11,492,731,159,499
37789,292,474,20629,86,300
7525,410,444,7375,7765,1124
1414,504,0,322,712,467
3692,578,920,155,369,1584
13673,434,461,188,281,325
3921,417,913,751,1972,397
5196,349,0,83,337,2357
2569,292,36,955,1831,6667
38053,536,309,178531,272,18135
266,352,1056,131,1081,15
4293,346,612,427,604,3430
15597,6,0,8,54,8
1624,312,124,28,104,149
5965,437,0,37,59,50
12561,399,172,28,252,306
15320,543,0,303,758,9258
38005,568,498,61411,23390,10812
4313,434,1063,236,389,740
1939,343,1064,206,102,18
37819,523,406,2061,1938,1206
38029,270,377,35976,1479,5611
37700,433,776,479,403,1657
37804,512,11,3018005,75,7734
3730,546,999,34,158,262
14099,599,0,17,95,5
4132,543,0,416,361,28148
37887,264,8,37785,617,7774
38011,483,0,7755,1382,4057
2858,552,730,56,42,3505
13405,288,0,74,384,88
37827,294,60,6620,46,352
125,339,378,127,334,258
37786,535,345,2591,61,414
6528,561,0,129,524,38
5942,310,0,834,1882,352
558,570,0,233,258,3736
37690,325,455,60382,101,42451
8007,296,280,150,453,27
784,511,760,1110,947,137
37824,405,0,5504266,492,17718
37901,386,416,32704,86,11071
5504,468,244,96,628,38
37785,271,60,3053,26,163
37809,301,0,30064,10169,3185
37704,8,843,1987,4,32
37794,530,0,6868,27,52
12063,436,0,158,1328,264
38091,351,0,12042,8,709
38090,524,0,9331,6,456
38089,2,0,2832,5,203
2535,560,80,27,513,44
2337,415,0,686,1495,1988
2881,376,0,281,772,628
14978,356,0,152,192,207
6984,11,433,1297,1881,25387
2357,263,0,103,124,1853
12918,466,64,1428,2001,5300
1147,311,532,29,100,463
4959,329,364,242,1124,113
37910,401,318,1815,105,159
6491,529,0,688,2014,1637
1804,508,1036,512,359,9243
37823,274,0,1472616,227,7416
7268,403,487,44,171,42
2101,476,0,189,784,148
5645,454,0,65,57,329
1343,314,0,170,779,17
37998,270,358,2164,940,2210
37811,15,0,146032,99,141
37834,382,492,20742,59,1663
15560,273,707,163,737,1954
6105,18,623,3,15,6
13639,585,0,26,254,30
12494,562,0,136,1868,13
2864,307,0,73,182,62
2422,264,0,8,12,5
37852,268,373,196,82,110
12433,533,0,16,123,4
2874,8,50,89,902,95
513,291,399,1812,1991,2910
12563,272,1008,279,173,432
37802,7,60,123,33,297
37849,2,0,277,56,21
37888,262,212,881,29,352
4944,600,400,385,828,1302
2734,339,638,40,98,155
3476,456,1026,366,932,359
37898,327,492,3835,5,50
38088,343,0,1664,23,340
6738,275,0,117,117,848
15081,445,695,259,1215,389
38058,409,520,48625,480,6536
37818,524,650,4276,21,74
3233,340,0,237,987,987
1269,490,534,504,1966,3363
1010,345,0,161,277,1841
12085,338,0,77,1617,545
7248,406,0,302,204,3896
1300,20,0,4,92,2
13838,13,1092,9,52,3
37798,337,0,37074,194,7574
12181,2,0,52,128,5
38019,428,0,12497,6,314
7621,597,25,311,953,6871
12143,534,61,2,40,21
37909,533,910,21495,132,1481
12921,353,288,190,1442,764
37934,538,389,23885,246,1493
7583,479,0,383,1978,728
38009,268,677,4174,488,673
37784,470,0,502,97,122
13360,334,0,7136,172,663
20800,573,782,489,1145,1325
37694,0,291,1710,17,46
3395,473,1123,641,1992,270
38087,282,354,7045,354,2282
7414,583,0,59,134,34
14200,486,0,474,1998,695
4807,456,296,30,194,7
34,425,0,373,694,600
5073,420,193,41,139,131
6716,448,0,173,183,3968
1979,290,1010,26,213,171
2781,517,0,275,1082,1308
421,375,0,281,439,374
1662,4,439,146,978,19
4567,415,0,11984,12928,907
5815,371,1088,205,1137,75
37885,382,1091,185,99,9513
1381,558,872,51,88,482
1288,292,0,236,317,3288
2796,463,702,382,1357,508
4756,400,37,524,1999,138
15727,357,65,141,195,980
15494,417,0,268,1953,293
15482,1,385,6,245,1
5693,595,0,133,267,1589
137,14,0,16,62,9
4328,554,0,14,46,15
